"usda_symbol","duration","growth_habit","native_status","usda_group","soil_ph_min","soil_ph_max","soil_texture_adapted","precip_min_in","precip_max_in","temp_min_f","moisture_use","shade_tolerance","drought_tolerance","salinity_tolerance","caco3_tolerance","fire_tolerance","anaerobic_tolerance","nitrogen_fixation","root_depth_min_in","height_mature_ft","growth_rate","lifespan","leaf_retention","bloom_period","foliage_color","flower_color"
"SCTOC",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SCTU2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SCVE2","Annual","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SCWH","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SCYBA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEAD","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SEAL","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEAMA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEAN9",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEARA2","Perennial","Forb/herb","N","Lycopod",,,,,,,,,,,,,,,,,,,,,,
"SEARZ",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEBI6","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEBI9","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEBIB","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SECE","Annual","Graminoid","W, I","Monocot",4.5,7.5,"Coarse, Medium",15,50,-33,"High","Intolerant","Medium","Medium","Medium","Medium","None","None",8,3.5,"Rapid",,"No","Early Spring","Green","Yellow"
"SECI2","Perennial","Forb/herb, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SECL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SECO2","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SECY6",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"SEDA2","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEDU","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEEC","Perennial","Forb/herb","N","Lycopod",,,,,,,,,,,,,,,,,,,,,,
"SEER8",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEFL3","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEFLD","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEFLF","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEFRO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEGO",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEGR4","Perennial","Shrub, Tree","N","Dicot",6.5,8.5,"Coarse, Medium, Fine",3,20,-13,"Low","Intolerant","High","None","High","High","None","None",12,20,"Slow","Long","No","Mid Spring","Green","Yellow"
"SEHE8","Annual, Perennial","Forb/herb, Subshrub","N, W","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEIN8",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"SEINE","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEKAK","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SELE8","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEMA20",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEMA4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SEMAT",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SEMU14","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEMU5","Perennial","Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEMU9","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SENI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SENI4",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEOD",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEOR","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEOR2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEORC2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEPA2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEPEG","Perennial","Shrub, Tree, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEPS4","Perennial","Forb/herb","N","Lycopod",,,,,,,,,,,,,,,,,,,,,,
"SEPU7","Perennial","Forb/herb, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SERAD","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SESEA","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SESLE",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"SESO2","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SESPA2",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"SESPM","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEST2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SESU10","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SESU70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SETE12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEVA5","Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SEVE5","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SEVIV","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SEWA2","Perennial","Forb/herb","N","Lycopod",,,,,,,,,,,,,,,,,,,,,,
"SHAR","Perennial","Shrub, Tree","N","Dicot",5.3,8,"Coarse, Medium",15,20,-38,"Medium","Intermediate","Medium","High","High","Medium","None","Medium",24,15,"Rapid","Moderate","No","Late Spring","White-Gray","Yellow"
"SHGA","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SHIBA",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"SHIRA","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIAC3","Perennial","Forb/herb, Shrub, Subshrub","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIACE","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIAM2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIAN2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIASN","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIAT","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SIAU2","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIBAR","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIBE","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SIBER","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIBES","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SICA8","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SICE2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SICO14","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SICR","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SICU7","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SICYO","Annual, Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIDE6","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIDER","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIDI2","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIDI4","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIDRD","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIFA","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIFL6",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIFO","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIHE4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIHI4","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SIITN","Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIKI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SILA24","Annual","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SILAM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SILAO","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SILI4","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SILY","Perennial","Shrub, Tree","N","Dicot",4,7,"Coarse",33,51,-27,"Low","Tolerant","High","None","Low","Low","Medium","None",24,9.8,"Rapid","Short","Yes","Early Summer","Green","White"
"SIMEW","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIMU","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIOC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIPA11","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SIPA4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIPHU2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"SIRO5","Annual, Perennial","Forb/herb","N, I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SISA5","Annual, Perennial","Forb/herb, Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIST","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SITA2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SITRL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SITU","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIUM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIURA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIURM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SIVE","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SMLA","Perennial","Shrub, Vine","N","Monocot",4,7,"Coarse, Medium, Fine",45,60,-8,"High","Tolerant","Low","None","Low","Medium","High","None",12,1,"Rapid","Long","Yes","Late Summer","Green","Green"
"SOAD","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOAM3","Perennial","Shrub, Tree","N","Dicot",5.3,6.8,"Coarse, Medium, Fine",24,60,-38,"Medium","Intermediate","Low","None","Low","Low","Low","None",28,40,"Moderate","Moderate","No","Early Summer","Green","White"
"SOAR3","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOARB","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOARU","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOAS","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOBIB","Annual","Graminoid","W, I","Monocot",5.5,7.5,"Coarse, Medium, Fine",18,60,47,"Medium","Intolerant","High","Medium","Low","Low","None","None",12,8,"Rapid",,"No","Late Summer","Green","Yellow"
"SOCA10","Annual, Perennial","Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOCA4","Perennial","Forb/herb","N","Dicot",5.5,7,"Medium, Fine",32,50,-28,"Medium","Intermediate","Low","None","Medium","High","None","None",8,3,"Moderate","Short","No","Late Spring","Dark Green","Yellow"
"SOCO7",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOCR2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"SOCU","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SODUV","Perennial","Forb/herb, Subshrub, Vine","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOGR4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOIN","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOLYL","Annual, Perennial","Forb/herb","W, I","Dicot",5.5,7,"Medium, Fine",60,80,32,"High","Intermediate","Low","Medium","Medium","None","Low","None",24,6,"Rapid","Short","No","Indeterminate","Green","Yellow"
"SOMA3","Perennial","Shrub, Subshrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOME6",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOMIF","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOMUA","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOPEP","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOPS2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SORU2","Perennial","Forb/herb","N","Dicot",5,7.5,"Coarse, Medium",24,60,-33,"Medium","Intermediate","Medium","None","Medium","High","Low","None",12,3.3,"Rapid","Moderate","No","Late Summer","Green","Yellow"
"SORUS","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSI3","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSIM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSIR2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSIR3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSIS4","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSP3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSP4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSPP","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOSPR","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOTE","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOTO3","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOULM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOUMI","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SOVE2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPAL6","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPAN2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPAN3","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPAN8",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"SPBR","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPCA4","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPCA8","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPCOD3","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPDOM","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPDR2",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"SPEM","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPEM2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPEU2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"SPFET","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPFIC",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPFL","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPIN","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPIO2",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPJA","Perennial","Shrub","I","Dicot",5,6.8,"Coarse, Medium, Fine",35,60,-23,"Medium","Intermediate","Medium","None","None","Medium","None","None",14,2,"Moderate","Moderate","No","Fall","Red","Red"
"SPLAG","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPLE5",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPLE6",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPLO","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPLU2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPMAN2",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPNIR",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPOR","Annual, Biennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPPE10","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPPI3","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPPL","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPRE2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"SPRU5",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPSP70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPST3","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPST9",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPSU6",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPSUS",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"SPTE","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPTE13",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"SPTR6","Annual, Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SPVE","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"SPVE2","Perennial","Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STACH","Annual, Biennial, Perennial","Forb/herb","I, N, W","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STAL6",,"Forb/herb",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"STAM9",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"STAMA2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"STAMP","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"STAN12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"STAP4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"STAR17",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"STAR61",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"STARG","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STAS2","Annual","Forb/herb","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STAU","Annual, Perennial","Forb/herb, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STBA3","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STBA7","Perennial","Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STBL2","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STBOB","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STBOS","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STBR5","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"STCAA","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STCHC2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STCHC3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STCO9","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STCOD2","Biennial, Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STCR10",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"STCR2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STDUF","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STEIN2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"STEL6",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"STEM4",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"STEXC2","Annual, Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STFIA2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"STFL2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STGE","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STGN","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STGR13",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"STJA4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"STKA3","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STKE","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STKL",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"STLA17","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STLAL5","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"STLOL7","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STMA3","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STMIM","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STMIU2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STNIG","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STPA5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STPI9",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"STPIP5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STPU3","Perennial","Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STRE4","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STREP3","Perennial","Forb/herb","N, I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"STRU8",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"STSE5","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STSYS2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STTI","Perennial","Vine","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STTI3",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"STTOR","Biennial, Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"STVA6",,,,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"STVA8","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"STYRA","Perennial","Shrub, Tree","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SUMAR","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SUMO","Perennial","Forb/herb, Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYAD","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYAN3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYCHC","Perennial","Forb/herb","N","Dicot",5.9,8,"Medium, Fine",10,20,-28,"Medium","Intermediate","Medium","High","Medium","High","Low","None",10,3.5,"Slow","Moderate","No","Mid Summer","Green","Purple"
"SYCI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYDRT","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYDU2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYERE","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYEX","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYFAC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYFO2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYFOA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYLA2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
